Day,entity_id,Name,Observed Sales,Observed Transactions,Observed Customers,Sales per Customer,Average Transaction Value,Transactions per Customer
2021-04-02,DocuSign,DocuSign Inc,24394.15,167.0,167.0,146.07,146.07,1.0
2021-04-03,DocuSign,DocuSign Inc,24751.71,180.0,176.0,140.63,137.51,1.02
2021-04-04,DocuSign,DocuSign Inc,15438.5,173.0,170.0,90.81,89.24,1.02
2021-04-05,DocuSign,DocuSign Inc,12115.53,143.0,143.0,84.72,84.72,1.0
2021-04-06,DocuSign,DocuSign Inc,25210.98,189.0,189.0,133.39,133.39,1.0
2021-04-07,DocuSign,DocuSign Inc,23760.23,197.0,196.0,121.23,120.61,1.01
2021-04-08,DocuSign,DocuSign Inc,23987.15,213.0,205.0,117.01,112.62,1.04
2021-04-09,DocuSign,DocuSign Inc,30177.52,180.0,180.0,167.65,167.65,1.0
2021-04-10,DocuSign,DocuSign Inc,34054.74,212.0,212.0,160.64,160.64,1.0
2021-04-11,DocuSign,DocuSign Inc,20570.99,141.0,141.0,145.89,145.89,1.0
2021-04-12,DocuSign,DocuSign Inc,11516.64,160.0,155.0,74.3,71.98,1.03
2021-04-13,DocuSign,DocuSign Inc,15998.48,184.0,184.0,86.95,86.95,1.0
2021-04-14,DocuSign,DocuSign Inc,19282.07,151.0,147.0,131.17,127.7,1.03
2021-04-15,DocuSign,DocuSign Inc,20797.48,221.0,218.0,95.4,94.11,1.01
2021-04-16,DocuSign,DocuSign Inc,20630.73,175.0,173.0,119.25,117.89,1.01
2021-04-17,DocuSign,DocuSign Inc,37942.32,202.0,198.0,191.63,187.83,1.02
2021-04-18,DocuSign,DocuSign Inc,10302.13,168.0,168.0,61.32,61.32,1.0
2021-04-19,DocuSign,DocuSign Inc,14807.38,130.0,126.0,117.52,113.9,1.03
2021-04-20,DocuSign,DocuSign Inc,29725.11,199.0,197.0,150.89,149.37,1.01
2021-04-21,DocuSign,DocuSign Inc,22050.57,223.0,218.0,101.15,98.88,1.02
2021-04-22,DocuSign,DocuSign Inc,19496.13,207.0,201.0,97.0,94.18,1.03
2021-04-23,DocuSign,DocuSign Inc,33629.54,174.0,164.0,205.06,193.27,1.06
2021-04-24,DocuSign,DocuSign Inc,18070.49,165.0,161.0,112.24,109.52,1.02
2021-04-25,DocuSign,DocuSign Inc,7202.82,91.0,91.0,79.15,79.15,1.0
2021-04-26,DocuSign,DocuSign Inc,12400.19,153.0,152.0,81.58,81.05,1.01
2021-04-27,DocuSign,DocuSign Inc,21723.03,230.0,229.0,94.86,94.45,1.0
2021-04-28,DocuSign,DocuSign Inc,17500.68,142.0,142.0,123.24,123.24,1.0
2021-04-29,DocuSign,DocuSign Inc,18296.89,214.0,213.0,85.9,85.5,1.0
2021-04-30,DocuSign,DocuSign Inc,19907.07,169.0,167.0,119.2,117.79,1.01
2021-05-01,DocuSign,DocuSign Inc,27513.5,210.0,210.0,131.02,131.02,1.0
2021-05-02,DocuSign,DocuSign Inc,11481.07,134.0,134.0,85.68,85.68,1.0
2021-05-03,DocuSign,DocuSign Inc,9972.76,190.0,150.0,66.49,52.49,1.27
2021-05-04,DocuSign,DocuSign Inc,34250.64,246.0,242.0,141.53,139.23,1.02
2021-05-05,DocuSign,DocuSign Inc,15999.86,167.0,165.0,96.97,95.81,1.01
2021-05-06,DocuSign,DocuSign Inc,16697.38,199.0,198.0,84.33,83.91,1.01
2021-05-07,DocuSign,DocuSign Inc,21806.67,187.0,187.0,116.61,116.61,1.0
2021-05-08,DocuSign,DocuSign Inc,26281.67,239.0,239.0,109.97,109.97,1.0
2021-05-09,DocuSign,DocuSign Inc,15667.79,162.0,161.0,97.32,96.71,1.01
2021-05-10,DocuSign,DocuSign Inc,14233.66,163.0,163.0,87.32,87.32,1.0
2021-05-11,DocuSign,DocuSign Inc,27280.57,148.0,148.0,184.33,184.33,1.0
2021-05-12,DocuSign,DocuSign Inc,14468.55,155.0,152.0,95.19,93.35,1.02
2021-05-13,DocuSign,DocuSign Inc,25327.19,203.0,202.0,125.38,124.76,1.0
2021-05-14,DocuSign,DocuSign Inc,31136.54,233.0,217.0,143.49,133.63,1.07
2021-05-15,DocuSign,DocuSign Inc,19218.74,295.0,272.0,70.66,65.15,1.08
2021-05-16,DocuSign,DocuSign Inc,13224.27,154.0,154.0,85.87,85.87,1.0
2021-05-17,DocuSign,DocuSign Inc,13356.85,165.0,165.0,80.95,80.95,1.0
2021-05-18,DocuSign,DocuSign Inc,21967.41,221.0,208.0,105.61,99.4,1.06
2021-05-19,DocuSign,DocuSign Inc,24601.17,205.0,205.0,120.01,120.01,1.0
2021-05-20,DocuSign,DocuSign Inc,52621.28,254.0,253.0,207.99,207.17,1.0
2021-05-21,DocuSign,DocuSign Inc,11527.17,194.0,194.0,59.42,59.42,1.0
2021-05-22,DocuSign,DocuSign Inc,29831.93,222.0,214.0,139.4,134.38,1.04
2021-05-23,DocuSign,DocuSign Inc,14398.69,129.0,123.0,117.06,111.62,1.05
2021-05-24,DocuSign,DocuSign Inc,9956.52,99.0,96.0,103.71,100.57,1.03
2021-05-25,DocuSign,DocuSign Inc,7927.96,108.0,106.0,74.79,73.41,1.02
2021-05-26,DocuSign,DocuSign Inc,22500.85,197.0,195.0,115.39,114.22,1.01
2021-05-27,DocuSign,DocuSign Inc,15046.13,194.0,192.0,78.37,77.56,1.01
2021-05-28,DocuSign,DocuSign Inc,21461.03,173.0,170.0,126.24,124.05,1.02
2021-05-29,DocuSign,DocuSign Inc,15657.92,181.0,181.0,86.51,86.51,1.0
2021-05-30,DocuSign,DocuSign Inc,4304.5,94.0,93.0,46.28,45.79,1.01
2021-05-31,DocuSign,DocuSign Inc,6162.02,50.0,47.0,131.11,123.24,1.06
2021-06-01,DocuSign,DocuSign Inc,17449.68,160.0,155.0,112.58,109.06,1.03
2021-06-02,DocuSign,DocuSign Inc,25320.41,188.0,167.0,151.62,134.68,1.13
2021-06-03,DocuSign,DocuSign Inc,27944.36,233.0,216.0,129.37,119.93,1.08
2021-06-04,DocuSign,DocuSign Inc,24582.71,226.0,224.0,109.74,108.77,1.01
2021-06-05,DocuSign,DocuSign Inc,16778.9,184.0,182.0,92.19,91.19,1.01
2021-06-06,DocuSign,DocuSign Inc,23439.3,205.0,202.0,116.04,114.34,1.01
2021-06-07,DocuSign,DocuSign Inc,9307.92,137.0,131.0,71.05,67.94,1.05
2021-06-08,DocuSign,DocuSign Inc,22468.6,210.0,209.0,107.51,106.99,1.0
2021-06-09,DocuSign,DocuSign Inc,24481.49,170.0,170.0,144.01,144.01,1.0
2021-06-10,DocuSign,DocuSign Inc,19416.74,223.0,214.0,90.73,87.07,1.04
2021-06-11,DocuSign,DocuSign Inc,16961.08,156.0,156.0,108.72,108.72,1.0
2021-06-12,DocuSign,DocuSign Inc,16073.28,170.0,158.0,101.73,94.55,1.08
2021-06-13,DocuSign,DocuSign Inc,10369.15,144.0,144.0,72.01,72.01,1.0
2021-06-14,DocuSign,DocuSign Inc,8801.2,140.0,131.0,67.18,62.87,1.07
2021-06-15,DocuSign,DocuSign Inc,24746.58,243.0,241.0,102.68,101.84,1.01
2021-06-16,DocuSign,DocuSign Inc,25145.77,184.0,184.0,136.66,136.66,1.0
2021-06-17,DocuSign,DocuSign Inc,17186.96,200.0,198.0,86.8,85.93,1.01
2021-06-18,DocuSign,DocuSign Inc,118515.7,247.0,240.0,493.82,479.82,1.03
2021-06-19,DocuSign,DocuSign Inc,16324.17,150.0,144.0,113.36,108.83,1.04
2021-06-20,DocuSign,DocuSign Inc,16305.73,176.0,176.0,92.65,92.65,1.0
2021-06-21,DocuSign,DocuSign Inc,26369.24,246.0,246.0,107.19,107.19,1.0
2021-06-22,DocuSign,DocuSign Inc,23611.7,199.0,195.0,121.09,118.65,1.02
2021-06-23,DocuSign,DocuSign Inc,11354.94,142.0,140.0,81.11,79.96,1.01
2021-06-24,DocuSign,DocuSign Inc,21027.06,214.0,202.0,104.09,98.26,1.06
2021-06-25,DocuSign,DocuSign Inc,35895.1,245.0,233.0,154.06,146.51,1.05
2021-06-26,DocuSign,DocuSign Inc,18759.86,214.0,200.0,93.8,87.66,1.07
2021-06-27,DocuSign,DocuSign Inc,3403.77,80.0,80.0,42.55,42.55,1.0
2021-06-28,DocuSign,DocuSign Inc,27238.01,243.0,242.0,112.55,112.09,1.0
2021-06-29,DocuSign,DocuSign Inc,24780.88,227.0,197.0,125.79,109.17,1.15
2021-06-30,DocuSign,DocuSign Inc,8590.66,153.0,151.0,56.89,56.15,1.01
2021-07-01,DocuSign,DocuSign Inc,27547.27,225.0,213.0,129.33,122.43,1.06
2021-07-02,DocuSign,DocuSign Inc,15638.43,127.0,127.0,123.14,123.14,1.0
2021-07-03,DocuSign,DocuSign Inc,22047.79,205.0,193.0,114.24,107.55,1.06
2021-07-04,DocuSign,DocuSign Inc,7503.82,140.0,139.0,53.98,53.6,1.01
2021-07-05,DocuSign,DocuSign Inc,16081.9,161.0,161.0,99.89,99.89,1.0
2021-07-06,DocuSign,DocuSign Inc,11030.68,198.0,190.0,58.06,55.71,1.04
2021-07-07,DocuSign,DocuSign Inc,12437.18,154.0,154.0,80.76,80.76,1.0
2021-07-08,DocuSign,DocuSign Inc,51923.89,254.0,254.0,204.42,204.42,1.0
2021-07-09,DocuSign,DocuSign Inc,19784.76,225.0,197.0,100.43,87.93,1.14
2021-07-10,DocuSign,DocuSign Inc,27073.36,194.0,194.0,139.55,139.55,1.0
2021-07-11,DocuSign,DocuSign Inc,11102.84,147.0,147.0,75.53,75.53,1.0
2021-07-12,DocuSign,DocuSign Inc,13648.61,170.0,166.0,82.22,80.29,1.02
2021-07-13,DocuSign,DocuSign Inc,23745.39,202.0,202.0,117.55,117.55,1.0
2021-07-14,DocuSign,DocuSign Inc,16260.89,154.0,154.0,105.59,105.59,1.0
2021-07-15,DocuSign,DocuSign Inc,17913.19,232.0,230.0,77.88,77.21,1.01
2021-07-16,DocuSign,DocuSign Inc,15736.97,183.0,183.0,85.99,85.99,1.0
2021-07-17,DocuSign,DocuSign Inc,13224.99,148.0,148.0,89.36,89.36,1.0
2021-07-18,DocuSign,DocuSign Inc,11126.66,160.0,160.0,69.54,69.54,1.0
2021-07-19,DocuSign,DocuSign Inc,18062.45,166.0,166.0,108.81,108.81,1.0
2021-07-20,DocuSign,DocuSign Inc,41147.54,252.0,243.0,169.33,163.28,1.04
2021-07-21,DocuSign,DocuSign Inc,11733.36,170.0,167.0,70.26,69.02,1.02
2021-07-22,DocuSign,DocuSign Inc,277365.72,226.0,225.0,1232.74,1227.28,1.0
2021-07-23,DocuSign,DocuSign Inc,67815.7,214.0,207.0,327.61,316.9,1.03
2021-07-24,DocuSign,DocuSign Inc,21001.29,201.0,199.0,105.53,104.48,1.01
2021-07-25,DocuSign,DocuSign Inc,15012.31,113.0,111.0,135.25,132.85,1.02
2021-07-26,DocuSign,DocuSign Inc,17474.93,170.0,169.0,103.4,102.79,1.01
2021-07-27,DocuSign,DocuSign Inc,14941.84,184.0,184.0,81.21,81.21,1.0
2021-07-28,DocuSign,DocuSign Inc,15026.53,178.0,178.0,84.42,84.42,1.0
2021-07-29,DocuSign,DocuSign Inc,14642.14,165.0,165.0,88.74,88.74,1.0
2021-07-30,DocuSign,DocuSign Inc,12040.55,168.0,161.0,74.79,71.67,1.04
2021-07-31,DocuSign,DocuSign Inc,14699.66,68.0,67.0,219.4,216.17,1.01
2021-08-01,DocuSign,DocuSign Inc,15807.98,164.0,163.0,96.98,96.39,1.01
2021-08-02,DocuSign,DocuSign Inc,14455.77,131.0,131.0,110.35,110.35,1.0
2021-08-03,DocuSign,DocuSign Inc,46414.91,205.0,199.0,233.24,226.41,1.03
2021-08-04,DocuSign,DocuSign Inc,19575.72,214.0,201.0,97.39,91.48,1.06
2021-08-05,DocuSign,DocuSign Inc,35329.11,214.0,212.0,166.65,165.09,1.01
2021-08-06,DocuSign,DocuSign Inc,15005.01,203.0,198.0,75.78,73.92,1.03
2021-08-07,DocuSign,DocuSign Inc,15691.84,172.0,172.0,91.23,91.23,1.0
2021-08-08,DocuSign,DocuSign Inc,8663.07,144.0,142.0,61.01,60.16,1.01
2021-08-09,DocuSign,DocuSign Inc,23085.79,204.0,197.0,117.19,113.17,1.04
2021-08-10,DocuSign,DocuSign Inc,23794.66,162.0,161.0,147.79,146.88,1.01
2021-08-11,DocuSign,DocuSign Inc,24750.16,141.0,136.0,181.99,175.53,1.04
2021-08-12,DocuSign,DocuSign Inc,29086.57,227.0,227.0,128.13,128.13,1.0
2021-08-13,DocuSign,DocuSign Inc,22126.33,193.0,193.0,114.64,114.64,1.0
2021-08-14,DocuSign,DocuSign Inc,20196.6,165.0,165.0,122.4,122.4,1.0
2021-08-15,DocuSign,DocuSign Inc,13460.41,179.0,179.0,75.2,75.2,1.0
2021-08-16,DocuSign,DocuSign Inc,18866.75,234.0,234.0,80.63,80.63,1.0
2021-08-17,DocuSign,DocuSign Inc,17755.27,179.0,175.0,101.46,99.19,1.02
2021-08-18,DocuSign,DocuSign Inc,14417.46,202.0,202.0,71.37,71.37,1.0
2021-08-19,DocuSign,DocuSign Inc,16737.43,159.0,159.0,105.27,105.27,1.0
2021-08-20,DocuSign,DocuSign Inc,17543.66,201.0,198.0,88.6,87.28,1.02
2021-08-21,DocuSign,DocuSign Inc,20845.15,192.0,190.0,109.71,108.57,1.01
2021-08-22,DocuSign,DocuSign Inc,7484.38,146.0,146.0,51.26,51.26,1.0
2021-08-23,DocuSign,DocuSign Inc,12520.28,175.0,172.0,72.79,71.54,1.02
2021-08-24,DocuSign,DocuSign Inc,9206.73,147.0,146.0,63.06,62.63,1.01
2021-08-25,DocuSign,DocuSign Inc,11223.19,137.0,137.0,81.92,81.92,1.0
2021-08-26,DocuSign,DocuSign Inc,28122.98,225.0,224.0,125.55,124.99,1.0
2021-08-27,DocuSign,DocuSign Inc,19682.82,198.0,196.0,100.42,99.41,1.01
2021-08-28,DocuSign,DocuSign Inc,18045.12,158.0,158.0,114.21,114.21,1.0
2021-08-29,DocuSign,DocuSign Inc,10949.64,150.0,150.0,73.0,73.0,1.0
2021-08-30,DocuSign,DocuSign Inc,13497.01,149.0,148.0,91.2,90.58,1.01
2021-08-31,DocuSign,DocuSign Inc,12244.4,81.0,79.0,154.99,151.17,1.03
2021-09-01,DocuSign,DocuSign Inc,24978.87,215.0,215.0,116.18,116.18,1.0
2021-09-02,DocuSign,DocuSign Inc,13567.04,141.0,141.0,96.22,96.22,1.0
2021-09-03,DocuSign,DocuSign Inc,18977.2,192.0,192.0,98.84,98.84,1.0
2021-09-04,DocuSign,DocuSign Inc,16602.95,172.0,172.0,96.53,96.53,1.0
2021-09-05,DocuSign,DocuSign Inc,8001.49,133.0,133.0,60.16,60.16,1.0
2021-09-06,DocuSign,DocuSign Inc,13756.92,171.0,171.0,80.45,80.45,1.0
2021-09-07,DocuSign,DocuSign Inc,15549.07,198.0,198.0,78.53,78.53,1.0
2021-09-08,DocuSign,DocuSign Inc,15629.11,196.0,196.0,79.74,79.74,1.0
2021-09-09,DocuSign,DocuSign Inc,23073.47,188.0,186.0,124.05,122.73,1.01
2021-09-10,DocuSign,DocuSign Inc,18866.74,179.0,179.0,105.4,105.4,1.0
2021-09-11,DocuSign,DocuSign Inc,24121.55,191.0,191.0,126.29,126.29,1.0
2021-09-12,DocuSign,DocuSign Inc,10373.86,158.0,158.0,65.66,65.66,1.0
2021-09-13,DocuSign,DocuSign Inc,18532.26,158.0,157.0,118.04,117.29,1.01
2021-09-14,DocuSign,DocuSign Inc,20008.09,206.0,206.0,97.13,97.13,1.0
2021-09-15,DocuSign,DocuSign Inc,43776.49,241.0,233.0,187.88,181.65,1.03
2021-09-16,DocuSign,DocuSign Inc,18673.8,213.0,209.0,89.35,87.67,1.02
2021-09-17,DocuSign,DocuSign Inc,14506.67,189.0,184.0,78.84,76.75,1.03
2021-09-18,DocuSign,DocuSign Inc,10508.8,156.0,156.0,67.36,67.36,1.0
2021-09-19,DocuSign,DocuSign Inc,9688.55,110.0,110.0,88.08,88.08,1.0
2021-09-20,DocuSign,DocuSign Inc,15597.1,187.0,186.0,83.86,83.41,1.01
2021-09-21,DocuSign,DocuSign Inc,18039.65,187.0,183.0,98.58,96.47,1.02
2021-09-22,DocuSign,DocuSign Inc,18435.25,187.0,179.0,102.99,98.58,1.04
2021-09-23,DocuSign,DocuSign Inc,28656.91,263.0,256.0,111.94,108.96,1.03
2021-09-24,DocuSign,DocuSign Inc,15605.62,207.0,207.0,75.39,75.39,1.0
2021-09-25,DocuSign,DocuSign Inc,15753.26,153.0,146.0,107.9,102.96,1.05
2021-09-26,DocuSign,DocuSign Inc,15473.97,156.0,153.0,101.14,99.19,1.02
2021-09-27,DocuSign,DocuSign Inc,16178.0,255.0,224.0,72.22,63.44,1.14
2021-09-28,DocuSign,DocuSign Inc,14402.47,174.0,171.0,84.22,82.77,1.02
2021-09-29,DocuSign,DocuSign Inc,12817.24,152.0,152.0,84.32,84.32,1.0
2021-09-30,DocuSign,DocuSign Inc,45944.93,291.0,260.0,176.71,157.89,1.12
2021-10-01,DocuSign,DocuSign Inc,24796.42,205.0,205.0,120.96,120.96,1.0
2021-10-02,DocuSign,DocuSign Inc,18106.18,152.0,148.0,122.34,119.12,1.03
2021-10-03,DocuSign,DocuSign Inc,11012.91,165.0,164.0,67.15,66.74,1.01
2021-10-04,DocuSign,DocuSign Inc,19517.06,191.0,187.0,104.37,102.18,1.02
2021-10-05,DocuSign,DocuSign Inc,26008.28,238.0,230.0,113.08,109.28,1.03
2021-10-06,DocuSign,DocuSign Inc,11915.34,191.0,190.0,62.71,62.38,1.01
2021-10-07,DocuSign,DocuSign Inc,40571.25,196.0,196.0,207.0,207.0,1.0
2021-10-08,DocuSign,DocuSign Inc,12389.26,184.0,183.0,67.7,67.33,1.01
2021-10-09,DocuSign,DocuSign Inc,22072.15,166.0,166.0,132.96,132.96,1.0
2021-10-10,DocuSign,DocuSign Inc,8131.98,146.0,146.0,55.7,55.7,1.0
2021-10-11,DocuSign,DocuSign Inc,11148.72,137.0,137.0,81.38,81.38,1.0
2021-10-12,DocuSign,DocuSign Inc,29505.88,237.0,210.0,140.5,124.5,1.13
2021-10-13,DocuSign,DocuSign Inc,27639.45,193.0,193.0,143.21,143.21,1.0
2021-10-14,DocuSign,DocuSign Inc,10723.46,186.0,186.0,57.65,57.65,1.0
2021-10-15,DocuSign,DocuSign Inc,11347.04,188.0,188.0,60.36,60.36,1.0
2021-10-16,DocuSign,DocuSign Inc,13611.94,183.0,183.0,74.38,74.38,1.0
2021-10-17,DocuSign,DocuSign Inc,9806.92,169.0,169.0,58.03,58.03,1.0
2021-10-18,DocuSign,DocuSign Inc,7440.94,128.0,128.0,58.13,58.13,1.0
2021-10-19,DocuSign,DocuSign Inc,26433.79,188.0,188.0,140.61,140.61,1.0
2021-10-20,DocuSign,DocuSign Inc,13857.14,207.0,207.0,66.94,66.94,1.0
2021-10-21,DocuSign,DocuSign Inc,20270.32,157.0,156.0,129.94,129.11,1.01
2021-10-22,DocuSign,DocuSign Inc,34566.86,203.0,203.0,170.28,170.28,1.0
2021-10-23,DocuSign,DocuSign Inc,8828.47,156.0,150.0,58.86,56.59,1.04
2021-10-24,DocuSign,DocuSign Inc,17940.19,152.0,152.0,118.03,118.03,1.0
2021-10-25,DocuSign,DocuSign Inc,13343.85,131.0,128.0,104.25,101.86,1.02
2021-10-26,DocuSign,DocuSign Inc,31082.82,203.0,200.0,155.41,153.12,1.01
2021-10-27,DocuSign,DocuSign Inc,22177.95,265.0,264.0,84.01,83.69,1.0
2021-10-28,DocuSign,DocuSign Inc,23184.2,196.0,193.0,120.13,118.29,1.02
2021-10-29,DocuSign,DocuSign Inc,20740.59,178.0,176.0,117.84,116.52,1.01
2021-10-30,DocuSign,DocuSign Inc,20056.8,149.0,148.0,135.52,134.61,1.01
2021-10-31,DocuSign,DocuSign Inc,7379.36,71.0,71.0,103.93,103.93,1.0
2021-11-01,DocuSign,DocuSign Inc,24437.51,180.0,180.0,135.76,135.76,1.0
2021-11-02,DocuSign,DocuSign Inc,10086.69,105.0,105.0,96.06,96.06,1.0
2021-11-03,DocuSign,DocuSign Inc,17156.06,161.0,155.0,110.68,106.56,1.04
2021-11-04,DocuSign,DocuSign Inc,13356.88,203.0,203.0,65.8,65.8,1.0
2021-11-05,DocuSign,DocuSign Inc,7248.11,172.0,160.0,45.3,42.14,1.08
2021-11-06,DocuSign,DocuSign Inc,15815.91,154.0,152.0,104.05,102.7,1.01
2021-11-07,DocuSign,DocuSign Inc,10410.92,184.0,184.0,56.58,56.58,1.0
2021-11-08,DocuSign,DocuSign Inc,23052.49,212.0,208.0,110.83,108.74,1.02
2021-11-09,DocuSign,DocuSign Inc,18382.76,204.0,199.0,92.38,90.11,1.03
2021-11-10,DocuSign,DocuSign Inc,27910.02,233.0,233.0,119.79,119.79,1.0
2021-11-11,DocuSign,DocuSign Inc,31256.33,214.0,207.0,151.0,146.06,1.03
2021-11-12,DocuSign,DocuSign Inc,31239.26,233.0,233.0,134.07,134.07,1.0
2021-11-13,DocuSign,DocuSign Inc,13380.53,155.0,155.0,86.33,86.33,1.0
2021-11-14,DocuSign,DocuSign Inc,14682.96,140.0,139.0,105.63,104.88,1.01
2021-11-15,DocuSign,DocuSign Inc,22705.71,224.0,210.0,108.12,101.36,1.07
2021-11-16,DocuSign,DocuSign Inc,17187.03,202.0,202.0,85.08,85.08,1.0
2021-11-17,DocuSign,DocuSign Inc,72796.37,181.0,181.0,402.19,402.19,1.0
2021-11-18,DocuSign,DocuSign Inc,11564.34,149.0,149.0,77.61,77.61,1.0
2021-11-19,DocuSign,DocuSign Inc,46592.26,186.0,178.0,261.75,250.5,1.04
2021-11-20,DocuSign,DocuSign Inc,15347.79,192.0,192.0,79.94,79.94,1.0
2021-11-21,DocuSign,DocuSign Inc,7880.63,161.0,160.0,49.25,48.95,1.01
2021-11-22,DocuSign,DocuSign Inc,6528.93,168.0,168.0,38.86,38.86,1.0
2021-11-23,DocuSign,DocuSign Inc,15713.58,180.0,177.0,88.78,87.3,1.02
2021-11-24,DocuSign,DocuSign Inc,16218.03,176.0,176.0,92.15,92.15,1.0
2021-11-25,DocuSign,DocuSign Inc,12246.04,113.0,110.0,111.33,108.37,1.03
2021-11-26,DocuSign,DocuSign Inc,3696.4,127.0,127.0,29.11,29.11,1.0
2021-11-27,DocuSign,DocuSign Inc,7600.63,210.0,210.0,36.19,36.19,1.0
2021-11-28,DocuSign,DocuSign Inc,6898.49,137.0,134.0,51.48,50.35,1.02
2021-11-29,DocuSign,DocuSign Inc,22092.11,179.0,179.0,123.42,123.42,1.0
2021-11-30,DocuSign,DocuSign Inc,15685.8,208.0,204.0,76.89,75.41,1.02
2021-12-01,DocuSign,DocuSign Inc,20287.57,212.0,212.0,95.7,95.7,1.0
2021-12-02,DocuSign,DocuSign Inc,13758.93,149.0,149.0,92.34,92.34,1.0
2021-12-03,DocuSign,DocuSign Inc,27561.42,173.0,171.0,161.18,159.31,1.01
2021-12-04,DocuSign,DocuSign Inc,11960.03,172.0,172.0,69.54,69.54,1.0
2021-12-05,DocuSign,DocuSign Inc,8598.05,175.0,163.0,52.75,49.13,1.07
2021-12-06,DocuSign,DocuSign Inc,17454.81,209.0,208.0,83.92,83.52,1.0
2021-12-07,DocuSign,DocuSign Inc,18747.3,177.0,177.0,105.92,105.92,1.0
2021-12-08,DocuSign,DocuSign Inc,12009.07,199.0,196.0,61.27,60.35,1.02
2021-12-09,DocuSign,DocuSign Inc,29991.84,241.0,236.0,127.08,124.45,1.02
2021-12-10,DocuSign,DocuSign Inc,17438.11,172.0,170.0,102.58,101.38,1.01
2021-12-11,DocuSign,DocuSign Inc,11859.12,166.0,166.0,71.44,71.44,1.0
2021-12-12,DocuSign,DocuSign Inc,9452.48,166.0,166.0,56.94,56.94,1.0
2021-12-13,DocuSign,DocuSign Inc,13288.89,194.0,192.0,69.21,68.5,1.01
2021-12-14,DocuSign,DocuSign Inc,15013.89,197.0,194.0,77.39,76.21,1.02
2021-12-15,DocuSign,DocuSign Inc,24881.67,169.0,169.0,147.23,147.23,1.0
2021-12-16,DocuSign,DocuSign Inc,14503.36,212.0,212.0,68.41,68.41,1.0
2021-12-17,DocuSign,DocuSign Inc,16235.07,216.0,214.0,75.86,75.16,1.01
2021-12-18,DocuSign,DocuSign Inc,17946.8,152.0,151.0,118.85,118.07,1.01
2021-12-19,DocuSign,DocuSign Inc,7794.01,112.0,111.0,70.22,69.59,1.01
2021-12-20,DocuSign,DocuSign Inc,12175.86,185.0,185.0,65.82,65.82,1.0
2021-12-21,DocuSign,DocuSign Inc,12682.45,154.0,154.0,82.35,82.35,1.0
2021-12-22,DocuSign,DocuSign Inc,20415.01,195.0,195.0,104.69,104.69,1.0
2021-12-23,DocuSign,DocuSign Inc,11322.76,183.0,178.0,63.61,61.87,1.03
2021-12-24,DocuSign,DocuSign Inc,7569.53,135.0,135.0,56.07,56.07,1.0
2021-12-25,DocuSign,DocuSign Inc,9399.75,103.0,103.0,91.26,91.26,1.0
2021-12-26,DocuSign,DocuSign Inc,3111.08,107.0,107.0,29.08,29.08,1.0
2021-12-27,DocuSign,DocuSign Inc,10449.66,197.0,197.0,53.04,53.04,1.0
2021-12-28,DocuSign,DocuSign Inc,16999.84,183.0,183.0,92.9,92.9,1.0
2021-12-29,DocuSign,DocuSign Inc,10518.92,168.0,157.0,67.0,62.61,1.07
2021-12-30,DocuSign,DocuSign Inc,10463.14,156.0,155.0,67.5,67.07,1.01
2021-12-31,DocuSign,DocuSign Inc,8296.95,57.0,57.0,145.56,145.56,1.0
2022-01-01,DocuSign,DocuSign Inc,14567.06,166.0,166.0,87.75,87.75,1.0
2022-01-02,DocuSign,DocuSign Inc,6546.66,95.0,95.0,68.91,68.91,1.0
2022-01-03,DocuSign,DocuSign Inc,9949.18,145.0,144.0,69.09,68.62,1.01
2022-01-04,DocuSign,DocuSign Inc,22866.91,226.0,222.0,103.0,101.18,1.02
2022-01-05,DocuSign,DocuSign Inc,11874.57,191.0,186.0,63.84,62.17,1.03
2022-01-06,DocuSign,DocuSign Inc,17465.66,198.0,198.0,88.21,88.21,1.0
2022-01-07,DocuSign,DocuSign Inc,63998.82,185.0,162.0,395.05,345.94,1.14
2022-01-08,DocuSign,DocuSign Inc,9419.62,189.0,185.0,50.92,49.84,1.02
2022-01-09,DocuSign,DocuSign Inc,16556.35,171.0,168.0,98.55,96.82,1.02
2022-01-10,DocuSign,DocuSign Inc,15375.89,185.0,185.0,83.11,83.11,1.0
2022-01-11,DocuSign,DocuSign Inc,17030.85,165.0,164.0,103.85,103.22,1.01
2022-01-12,DocuSign,DocuSign Inc,24717.73,254.0,222.0,111.34,97.31,1.14
2022-01-13,DocuSign,DocuSign Inc,15256.13,197.0,194.0,78.64,77.44,1.02
2022-01-14,DocuSign,DocuSign Inc,22936.24,277.0,244.0,94.0,82.8,1.14
2022-01-15,DocuSign,DocuSign Inc,12491.74,160.0,160.0,78.07,78.07,1.0
2022-01-16,DocuSign,DocuSign Inc,16737.92,219.0,186.0,89.99,76.43,1.18
2022-01-17,DocuSign,DocuSign Inc,15310.81,202.0,202.0,75.8,75.8,1.0
2022-01-18,DocuSign,DocuSign Inc,15607.53,210.0,178.0,87.68,74.32,1.18
2022-01-19,DocuSign,DocuSign Inc,26346.33,177.0,177.0,148.85,148.85,1.0
2022-01-20,DocuSign,DocuSign Inc,32004.3,243.0,233.0,137.36,131.7,1.04
2022-01-21,DocuSign,DocuSign Inc,13767.38,135.0,135.0,101.98,101.98,1.0
2022-01-22,DocuSign,DocuSign Inc,40354.64,195.0,189.0,213.52,206.95,1.03
